"id-missouri-mo_vtds20-34-StateSenateDistricts",assignment
29095000608,12
29095000641,12
29095000643,12
29095000645,12
29095VB1610,12
29095VB1611,12
29095VB1608,12
29095VB1613,12
29095000551,12
29095000547,12
29095000568,12
29095000548,12
29095000546,12
29095000544,12
29095000566,12
29095000542,12
29095000564,12
29095000540,12
29095000543,12
29095000562,12
29095000563,12
29095000558,12
29095000539,12
29095000538,12
29095000520,12
29095000534,12
29095000529,12
29095000561,12
29095000537,12
29095000531,12
29095000532,12
29095PR1602,12
29095000505,12
29095000503,12
29095000500,12
29095000501,12
29095000499,12
29095PR1654,12
29095PR1661,12
29095000640,12
29095000642,12
29095000639,12
29095VB1603,12
29095VB1601,12
29095000555,12
29095000557,12
29095VB1609,12
29095VB1607,12
29095PR1658,12
29095VB1606,12
29095VB1604,12
29095PR1657,12
2909516-100,12
29095000556,12
29095000601,12
29095000595,12
29095000623,12
29095000586,12
29095SB1635,12
29095SB1634,12
29095000523,12
29095000536,12
29095000524,12
29095000519,12
29095000525,12
29095SB1602,12
29095000569,12
29095PR1601,12
29095000582,12
29095000579,12
29095000578,12
29095000620,12
29095000580,12
29095000584,12
29095000596,12
29095000591,12
29095000587,12
29095000590,12
29095000599,12
29095000592,12
29095000603,12
29095000604,12
29095000629,12
29095000607,12
29095SB1616,12
29095SB1683,12
29095000573,12
29095000626,12
29095000570,12
29095000572,12
29095000625,12
29095000630,12
29095000613,12
29095000638,12
29095000644,12
29095VB1617,12
29095000614,12
29095000637,12
2909516-101,12
29095000619,12
29095SB1649,12
29095000617,12
29095000616,12
29047000064,7
29047000069,7
29047000063,7
29047000067,7
29047000026,7
29047000027,7
2904716-215,13
29047000059,7
29047000066,7
29047000070,7
29047000065,7
29047000062,7
29165000014,13
29165000041,13
29165000036,13
29165000005,13
29165000011,13
29165000030,13
29165000037,13
29165000013,13
29165000038,13
29165000021,13
29165000040,13
29165000042,13
29165000033,13
29165000027,13
29165000020,13
29165000003,13
29165000010,13
29165000002,13
29165000004,13
29165000025,13
29165000028,13
29165000012,13
29165000031,13
29165000026,13
29165000032,13
29165000017,13
29165000039,13
29165000023,13
29165000019,13
29165000015,13
29165000035,13
29165000024,13
29165000008,13
29165000044,13
29165000029,13
29165000043,13
29165000022,13
29165000007,13
29165000006,13
29165000009,13
29165000034,13
29165000018,13
29165000016,13
29047000074,13
29047000076,13
29047000004,13
29047000077,13
29047000003,13
29047000005,13
29047000006,13
29047000073,13
29047000057,13
29047000078,13
29047000075,13
29047000028,13
29047000025,13
29047000072,13
2904716-214,13
2904716-216,13
29047000061,13
29047000060,7
29047000056,13
29047000058,13
29047000007,13
29047000071,7
29047000055,13
29021000032,14
29021000033,14
29021000028,14
29021000002,14
29021000001,14
29021000004,14
29021000020,14
29021000021,14
29021000022,14
29021000011,14
29021000006,14
29021000012,14
29021000018,14
29021000016,14
29021000010,14
29021000008,14
29021000014,14
29021000023,14
29021000024,14
29021000035,14
29021000029,14
29021000034,14
29021000027,14
29021000031,14
29021000030,14
29003000012,14
29003000021,14
29003000016,14
29003000020,14
29003000013,14
29003000009,14
29003000017,14
29003000014,14
29003000008,14
29003000019,14
29003000018,14
29003000015,14
29003000010,14
29003000011,14
29003000006,14
29003000007,14
29003000003,14
29003000002,14
29003000005,14
29003000004,14
29087000002,14
29087000004,14
29087000007,14
29087000003,14
29087000006,14
29087000005,14
29005000005,14
29005000006,14
29005000007,14
29005000004,14
29005000002,14
29147000012,14
29147000010,14
29147000002,14
29147000004,14
29147000011,14
29147000017,14
29147000006,14
29147000018,14
29147000005,14
29147000007,14
29147000015,14
29147000014,14
29147000016,14
29147000020,14
29147000013,14
29147000003,14
29147000008,14
29147000009,14
29147000019,14
29227000005,14
29227000008,14
29227000004,14
29227000003,14
29227000007,14
29227000006,14
29227000002,14
29075000014,14
29075000004,14
29075000006,14
29075000005,14
29075000009,14
29075000007,14
29075000008,14
29075000002,14
29075000003,14
29075000011,14
29075000010,14
29075000012,14
29075000013,14
29063000008,14
29063000012,14
29063000011,14
29063000009,14
29063000002,14
29063000003,14
29063000004,14
29063000007,14
29063000006,14
29063000005,14
29063000010,14
29049000005,14
29049000003,14
29049000002,14
29049000006,14
29049000008,14
29049000007,14
29081000009,14
29081000003,14
29107000002,15
29107000018,15
29107000021,15
29107000014,15
29107000006,15
29107000011,15
29107000017,15
29107000012,15
29107000019,15
29107000015,15
29107000013,15
29107000003,15
29107000009,15
29107000008,15
29107000020,15
29107000016,15
29107000010,15
29107000005,15
29107000004,15
29107000007,15
29177000017,15
29177000003,15
29177000010,15
29177000008,15
29177000009,15
29177000011,15
29177000014,15
29177000005,15
29177000019,15
29177000004,15
29177000013,15
29177000012,15
29177000016,15
29177000015,15
29177000018,15
29177000002,15
29177000007,15
29177000006,15
2903316-017,15
29033000014,15
2903316-004,15
2903316-001,15
29033000007,15
2903316-003,15
2903316-019,15
29033000006,15
2919516-014,15
29195000006,15
29195000005,15
29195000011,15
29195000003,15
29195000010,15
29195000004,15
29195000012,15
2919516-013,15
2919516-016,15
2919516-015,15
29195000008,15
29195000007,15
29053000004,15
29053000011,15
29053000012,15
29053000013,15
29053000005,15
29053000002,15
29053000007,15
29053000009,15
29053000008,15
29053000010,15
29053000006,15
29089000007,15
29089000008,15
29089000002,15
29089000003,15
29089000004,15
29089000005,15
29089000009,15
29089000006,15
29041000503,15
29041000418,15
29033000012,15
29041000346,15
29033000009,15
29033000010,15
29033000013,15
29041000352,15
29041000386,15
29041000424,15
29041000354,15
29041000392,15
29041000431,15
29041000465,15
29041000344,15
29041000381,15
2903316-016,15
2908116-012,14
29081000004,14
29081000010,14
29081000008,14
29127000002,17
29127000013,17
29127000022,17
29127000008,17
29127000019,17
2912716-033,17
2912716-032,17
2912716-031,17
2912716-034,17
29127000023,17
29127000009,17
29127000003,17
29127000004,17
29127000016,17
29127000014,17
2912716-020,17
29127000006,17
2912716-030,17
29205000002,17
29205000009,17
29205000004,17
29205000008,17
29205000003,17
29205000007,17
29205000006,17
29205000005,17
29103000007,17
29103000002,17
29103000004,17
29103000003,17
29103000005,17
29103000006,17
29121000012,17
29121000010,17
2912112-014,17
29121000005,17
29121000008,17
29121000007,17
29121000002,17
29121000003,17
29121000004,17
29121000013,17
29121000011,17
29197000003,17
29197000004,17
29197000002,17
29197000006,17
29197000008,17
29197000009,17
29197000010,17
29197000007,17
29197000005,17
29001000002,17
29001000007,17
29001000006,17
29001000010,17
29001000005,17
29001000011,17
29001000004,17
29001000009,17
29001000003,17
29001000008,17
29199000005,17
29199000002,17
29199000008,17
29199000004,17
29199000006,17
29199000007,17
29199000003,17
29045000002,17
29045000004,17
29045000007,17
29045000005,17
29045000010,17
29045000008,17
29045000009,17
29045000006,17
29045000003,17
29111000011,17
29111000006,17
29111000007,17
29111000003,17
29111000002,17
29111000008,17
29171000007,17
29171000003,17
29171000004,17
29171000012,17
29171000013,17
29171000008,17
29171000010,17
29171000006,17
29171000002,17
29171000011,17
29171000005,17
29171000009,17
29129000009,17
29129000004,17
29129000006,17
29129000003,17
29129000005,17
29129000008,17
29129000002,17
29129000010,17
29129000007,17
29211000003,17
29211000015,17
29211000010,17
29211000007,17
29211000002,17
29211000012,17
29211000008,17
29211000018,17
29211000016,17
29211000004,17
29211000019,17
29211000011,17
29211000013,17
29211000006,17
29211000005,17
29211000017,17
29211000014,17
29211000009,17
29211000020,17
29115000012,17
29115000014,17
29115000003,17
29115000004,17
29115000013,17
29115000022,17
29115000002,17
29115000011,17
29115000023,17
29115000015,17
29115000016,17
29115000007,17
29115000009,17
29115000006,17
29115000008,17
29115000024,17
29115000005,17
29115000010,17
29115000019,17
29115000020,17
29115000021,17
29115000017,17
29115000018,17
29079000006,17
29079000016,17
29079000011,17
29079000002,17
29079000003,17
29079000008,17
29079000013,17
29079000012,17
29079000007,17
29079000014,17
29079000015,17
29079000005,17
29079000004,17
29079000010,17
29079000009,17
29079000017,17
29117000006,15
29117000014,15
29117000007,15
29117000013,15
29117000010,15
29117000011,15
29117000012,15
29117000005,15
29117000009,15
29117000008,15
29117000015,15
2906116-017,15
29061000012,15
29061000008,15
29061000009,15
29061000016,15
29061000002,15
29025000280,15
29025000277,15
29025000284,15
29025000358,15
29025000356,15
29025000353,15
29025000390,15
29025000389,15
29025000281,15
29025000357,15
29175000002,15
29175000015,15
29175000004,15
29175000010,15
29175000005,15
29175000008,15
29175000007,15
29175000013,15
29175000009,15
29175000011,15
29175000014,15
29175000016,15
29175000017,15
29175000006,15
29175000012,15
29175000003,15
2913716-020,17
29137000002,17
29137000009,17
29137000004,17
29137000003,17
2913716-015,17
29137000006,17
2913716-014,17
29137000007,17
29137000005,17
2913716-021,17
29137000008,17
29173000007,17
29173000004,17
29173000009,17
29173000003,17
29173000010,17
29173000005,17
29173000002,17
29007000658,17
29007000502,17
29007000506,17
29007000667,17
29007000508,17
29007000623,17
29007000632,17
29007000616,17
