GEOID20,assignment
29047000072,20
29047000057,20
29047000074,20
29047000076,20
29047000004,20
29047000077,20
29047000003,20
29047000005,20
29047000006,20
29047000073,20
29047000055,20
29047000078,20
29047000075,20
29047000037,21
29047000047,21
29047000046,21
29047000029,21
29047000035,21
29047000011,21
29047000013,21
29047000016,21
29047000040,21
29047000028,20
29047000033,21
29047000036,21
29047000030,21
29047162127,21
29047000025,20
2904716-215,20
2904716-214,20
2904716-216,20
29047000027,21
29047000026,21
29047000066,21
29047000069,21
29047000061,21
29047000060,21
29047000070,21
29047000009,21
29047000012,21
29047000015,21
29047000022,21
29047000023,21
29047000024,21
29047000014,21
29047000010,21
29047000017,21
29047000053,21
29047000054,21
29047000048,21
29047000031,21
29047000041,21
29047000050,21
29047000052,21
29047000045,21
29047000032,21
29047000039,21
29047000002,21
29047000034,21
29047000042,21
29047000038,21
29047000049,21
29047000020,21
29047000021,21
29047000051,21
29047000044,21
29047000068,21
29047000063,21
29047000064,21
29047000067,21
29047000062,21
29047000059,21
29047000043,21
29047000056,20
29047000058,20
29047000007,20
29047000065,21
29047000071,21
29005000002,0
29005000005,0
29005000004,0
29005000007,0
29005000006,0
29147000010,0
29147000002,0
29147000012,0
29147000004,0
29147000011,0
29147000017,0
29147000006,0
29147000018,0
29147000005,0
29147000007,0
29147000015,0
29147000014,0
29147000016,0
29147000020,0
29147000013,0
29147000003,0
29147000008,0
29147000009,0
29147000019,0
29075000006,0
29075000014,0
29227000005,0
29075000004,0
29075000005,0
29075000009,0
29075000007,0
29075000008,0
29075000002,0
29075000003,0
29075000011,0
29075000010,0
29075000012,0
29075000013,0
29227000008,0
29227000004,0
29227000003,0
29227000007,0
29227000006,0
29227000002,0
29003000018,0
29003000019,0
29003000021,0
29003000016,0
29003000020,0
29003000013,0
29003000009,0
29003000017,0
29003000014,0
29003000008,0
29003000015,0
29003000012,0
29003000010,0
29003000011,0
29003000006,0
29003000007,0
29003000003,0
29003000002,0
29003000005,0
29003000004,0
29063000011,0
29063000012,0
29063000009,0
29063000002,0
29063000003,0
29063000004,0
29063000007,0
29063000006,0
29063000008,0
29063000005,0
29063000010,0
29087000005,0
29087000003,0
29087000004,0
29087000007,0
29087000002,0
29087000006,0
29079000007,1
29079000003,1
29079000002,1
29129000002,1
29129000008,1
29079000011,1
29079000016,1
29129000005,1
29129000003,1
29081000008,0
29081000010,0
29079000008,1
29079000013,1
29079000012,1
29079000014,1
29079000015,1
29079000005,1
29079000004,1
29079000010,1
29079000006,1
29079000009,1
29079000017,1
29129000004,1
29129000006,1
29129000010,1
29129000009,1
29129000007,1
29081000009,0
29081000003,0
29081000004,0
2908116-012,0
29115000014,1
29211000018,1
29211000008,1
29211000012,1
29211000002,1
29115000003,1
29115000004,1
29115000012,1
29115000013,1
29115000022,1
29115000002,1
29115000011,1
29115000023,1
29115000015,1
29115000016,1
29115000007,1
29115000009,1
29115000006,1
29115000008,1
29115000024,1
29115000005,1
29115000010,1
29115000019,1
29115000020,1
29115000021,1
29115000017,1
29115000018,1
29211000010,1
29211000007,1
29211000016,1
29211000004,1
29211000015,1
29211000003,1
29211000019,1
29211000011,1
29211000013,1
29211000006,1
29211000005,1
29211000017,1
29211000014,1
29211000009,1
29211000020,1
29117000014,1
29117000007,1
29117000013,1
29117000010,1
29117000011,1
29117000006,1
29117000012,1
29117000005,1
29117000009,1
29117000008,1
29117000015,1
29121000008,1
29121000005,1
2912112-014,1
29121000010,1
29121000012,1
29121000007,1
29121000002,1
29121000003,1
29121000004,1
29121000013,1
29121000011,1
29001000002,2
29001000007,2
29001000006,2
29001000010,2
29001000005,2
29001000011,2
29001000004,2
29001000009,2
29001000003,2
29001000008,2
29197000007,2
29171000009,1
29197000002,2
29197000006,2
29197000008,2
29197000009,2
29197000004,2
29197000010,2
29197000005,2
29197000003,2
29171000003,1
29171000004,1
29171000012,1
29171000013,1
