"id-virginia-va_adj_vtds20-40-StateSenateDistricts",assignment
51001000202,20
51001000201,20
51001000301,20
51001000601,20
51001000701,20
51001000602,20
51001000501,20
51001000901,20
51001000402,20
51001000401,20
51001000403,20
51001000502,20
51001000803,20
51001000802,20
51001000801,20
51820000004,33
51820000002,33
51660000203,33
51660000201,33
51660000101,33
51660000202,33
51660000105,33
51660000103,33
51660000102,33
51660000104,33
51167000201,39
51167000103,39
51167000304,39
51167000202,39
51167000101,39
51167000102,39
51167000601,39
51167000303,39
51167000501,39
51167000302,39
51167000602,39
51167000301,39
51167000402,39
51167000401,39
51167000403,39
51820000003,33
51820000001,33
51015000202,33
51015000203,33
51015000301,33
51015000304,33
51015000303,33
51015000302,33
51015000405,33
51015000403,33
51015000401,33
51015000404,33
51015000402,33
51015000502,33
51015000504,33
51015000501,33
51015000503,33
51015000602,33
51015000601,33
51015000603,33
51015000801,33
51015000803,33
51015000802,33
51193000201,15
51193000101,15
51193000102,15
51193000202,15
51193000301,15
51193000302,15
51193000401,15
51193000501,15
51075000102,31
51075000101,31
51075000202,31
51075000201,31
51075000301,31
51075000302,31
51075000501,31
51075000502,31
51075000401,31
51790000401,33
51790000301,33
51790000201,33
51790000501,33
51790000101,33
51183000502,24
51183000301,24
51183000201,24
51183000602,24
51183000501,24
51183000101,24
51183000601,24
51183000402,24
51183000202,24
51183000302,24
51183000401,24
51197000101,38
51197000102,38
51197000602,38
51197000303,38
51197000402,38
51197000401,38
51197000203,38
51197000501,38
51197000502,38
51197000601,38
51197000603,38
51540000402,30
51540000202,30
51540000201,30
51540000302,30
51540000303,30
51540000301,30
51540000401,30
51540000102,30
51540000101,30
51580000501,37
51580000101,37
51580000201,37
51580000301,37
51580000401,37
51053000101,24
51053000103,24
51053000202,24
51053000201,24
51053000502,24
51053000501,24
51053000301,24
51053000302,24
51053000403,24
51053000303,24
51053000401,24
51053000102,24
51053000402,24
51117000103,24
51117000102,24
51117000101,24
51117000201,24
51117000203,24
51117000202,24
51117000302,24
51083000103,31
51083000102,31
51083000401,31
51083000101,31
51083000203,31
51083000201,31
51083000202,31
51083000503,31
51083000304,31
51083000302,31
51083000801,31
51083000605,31
51083000305,31
51083000502,31
51083000703,31
51083000701,31
51083000403,31
51083000702,31
51083000601,31
51083000603,31
51117000501,24
51117000401,24
51117000301,24
51117000601,24
51117000701,24
51117000903,24
51117000902,24
51117000602,24
51117000803,24
51117000802,24
51117000603,24
51117000702,24
51117000402,24
51117000801,24
51117000604,24
51117000901,24
51195000101,39
51195000104,39
51195000103,39
51195000102,39
51195000202,39
51195000203,39
51195000201,39
51195000401,39
51195000302,39
51195000301,39
51195000402,39
51195000403,39
51105000103,39
51105000101,39
51105000102,39
51105000203,39
51105000202,39
51105000301,39
51105000201,39
51105000302,39
51105000502,39
51105000404,39
51105000401,39
51105000403,39
51105000504,39
51105000501,39
51105000503,39
51105000402,39
51169000101,39
51169000102,39
51169000203,39
51169000202,39
51169000204,39
51169000401,39
51169000504,39
51169000503,39
51169000601,39
51169000603,39
51169000602,39
51169000501,39
51169000502,39
51169000303,39
51169000301,39
51169000302,39
51169000304,39
51165000404,33
51165000405,33
51165000302,32
51165000203,33
51165000402,33
51165000306,32
51165000205,33
51165000403,33
51165000307,33
51165000401,33
51165000305,33
51165000201,32
51165000503,32
51165000202,32
51165000301,32
51165000204,32
51165000103,32
51165000106,32
51165000303,32
51165000504,32
51165000107,32
51165000102,32
51165000108,32
51165000502,32
51165000505,32
51181000201,24
51181000401,24
51181000501,24
51181000502,24
51181000101,24
51181000301,24
51181000302,24
51177000702,14
51177000703,14
51177000701,14
51177000704,14
51177000101,14
51177000104,14
51177000103,14
51177000102,14
51177000201,14
51177000202,14
51177000204,14
51177000203,14
51177000602,14
51177000601,14
51177000603,14
51177000301,14
51177000303,14
51177000302,14
51177000401,14
51177000402,14
51177000403,14
51177000505,14
51177000501,14
51177000504,14
51177000502,14
51177000503,14
51165000101,32
51165000105,32
51165000104,32
51165000501,32
51165000304,32
51179000603,13
51179000601,13
51179000602,13
51179000101,13
51179000104,13
51179000103,13
51179000102,13
51179000201,13
51179000702,13
51179000604,13
51179000203,13
51179000202,13
51025000103,24
51025000102,24
51025000101,24
51025000201,24
51025000202,24
51025000203,24
51025000301,24
51025000304,24
51025000302,24
51025000303,24
51025000501,24
51025000402,24
51025000401,24
51179000204,13
51179000703,13
51179000701,13
51179000303,13
51179000301,13
51179000302,13
51179000304,13
51009000101,34
51009000102,34
51009000103,34
51009000201,34
51009000202,34
51009000303,34
51009000302,34
51009000301,34
51009000401,34
51009000402,34
51009000501,34
51750000001,37
51750000002,37
51750000003,37
51141000402,38
51141000401,38
51141000102,38
51141000103,38
51141000101,38
51141000301,38
51141000203,38
51141000302,38
51141000502,38
51141000202,38
51141000503,38
51141000501,38
51141000201,38
51081000401,24
51081000102,24
51081000103,24
51081000101,24
51081000202,24
51081000201,24
51081000302,24
51081000402,24
51081000403,24
51191000101,39
51191000102,39
51191000402,39
51191000201,39
51191000202,39
51191000203,39
51191000204,39
51191000301,39
51191000401,39
51191000502,39
51191000501,39
51191000504,39
51191000602,39
51191000601,39
51191000603,39
51191007021,39
51191000701,39
51191000703,39
51191007022,39
51191000302,39
51041000103,25
51041000105,25
51041000101,25
51041000108,28
51041000112,28
51041000107,28
51041000106,28
51041000111,28
51041000109,25
51041000104,28
51041000102,28
51041000110,25
51041000415,27
51041000414,28
51041000403,28
51041000402,27
51041000416,28
51041000405,27
51041000407,27
51041000410,27
51041000413,27
51041000406,27
51041000417,28
51041000401,28
51041000411,28
51041000404,27
51041000409,27
51041000408,27
51041000213,27
51041000209,27
51041000211,28
51041000207,27
51041000212,27
51041000308,28
51041000309,28
51041000304,28
51041000301,28
51041000305,28
51041000201,28
51041000306,28
51041000208,27
51041000303,28
51041000204,27
51041000315,28
51041000318,28
51041000210,27
51041000202,27
51041000317,28
51041000313,28
51041000307,28
51041000302,28
51041000310,28
51041000205,25
51041000214,25
51041000206,27
51041000501,27
51041000502,27
51041000517,28
51041000518,28
51041000509,27
51041000511,28
51041000508,28
51041000316,28
51041000504,28
51041000513,27
51041000503,28
51041000505,27
51041000514,27
51041000507,28
51041000203,27
51041000215,27
51041000510,27
51041000515,27
51041000516,27
51041000506,27
51073000302,16
51073000301,16
51073000401,16
51073000402,16
51073000201,16
51073000202,16
51073000102,16
51073000101,16
51073000103,16
51073000502,16
51073000501,16
51115000001,15
51115000003,15
51115000002,15
51111000601,24
51111000301,24
51111000302,24
51111000502,24
51111000501,24
51111000201,24
51111000402,24
51111000401,24
51111000702,24
51111000701,24
51111000101,24
51530000002,34
51530000001,34
51041000314,28
51041000113,28
51041000319,28
51041000412,28
51041000216,27
51043000201,11
51043000501,11
51043000502,11
51043000101,11
51043000301,11
51043000302,11
51043000401,11
51125000501,30
51125000502,30
51125000201,30
51125000202,30
51125000101,30
51125000301,30
51125000302,30
51125000401,30
51125000402,30
51095000103,16
51095000102,16
51095000101,16
51095001042,16
51095000504,16
51095001041,16
51095000203,16
51095000204,16
51095000202,16
51095000201,16
51095000502,16
51095000501,16
51095000303,16
51095000301,16
51095000304,16
51095000503,16
51095000302,16
51095000402,16
51095000403,16
51095000401,16
51091000007,33
51091000005,33
51091000003,33
51091000001,33
51091000008,33
51091000010,33
51061000101,12
51061000103,12
51061000102,9
51061000104,9
51061000105,12
51061000504,12
51061000404,12
51061000106,12
51061000203,12
51061000202,12
51061000201,12
51061000401,12
51061000402,12
51061000403,12
51061000503,12
51061000303,9
51061000302,12
51061000301,9
51061000501,12
51061000502,12
51119000302,15
51119000201,15
51119000501,15
51119000401,15
51119000102,15
51119000101,15
51131000101,20
51131000201,20
51131000401,20
51131000301,20
51131000501,20
51147000101,31
51147000201,31
51147000301,31
51147000302,31
51147000801,31
51147000701,31
51147000502,31
51147000601,31
51147000401,31
51147000501,31
51127000102,15
51127000103,15
51127000202,15
51127000201,15
51127000302,15
51127000301,15
51127000403,15
51127000401,15
51127000502,15
51127000501,15
51173000501,38
51173000502,38
51173000401,38
51173000302,38
51173000301,38
51173000201,38
51173000703,38
51173000701,38
51173000702,38
51173000601,38
51173000602,38
51173000402,38
51173000101,39
51173000202,38
51067000501,35
51067000503,35
51067000502,35
51067000504,35
51067000401,35
51067000402,35
51067000403,35
51067000301,35
51067000302,35
51067000601,35
51067000602,35
51067000304,35
51067000303,35
51067000603,35
51067000102,35
51067000103,35
51067000201,35
51067000202,35
51067000203,35
51067000204,35
51067000702,35
51067000701,35
51067000703,35
51153000101,9
51153000111,9
51153000110,9
51153000102,9
51153000112,9
51153000109,9
51153000104,9
51640000001,38
51640000002,38
51640000003,38
51153000108,9
51153000107,9
51153000103,9
51153000105,9
51153000203,9
51153000204,9
51153000209,9
51153000210,9
51153000205,9
51153000206,9
51153000208,9
51153000214,9
51153000211,8
51153000212,9
51153000201,8
51153000215,8
51153000207,8
51153000213,8
51153000202,9
51153000411,9
51153000413,9
51153000410,9
51153000402,9
51153000401,9
51153000412,9
51153000409,9
51153000405,9
51153000407,9
51153000403,9
51153000406,9
51153000404,9
51153000408,9
51153000611,8
51153000607,8
51153000604,8
51153000610,7
51153000601,8
51153000602,8
51153000609,8
51153000603,8
51153000606,8
51153000605,8
51153000608,8
51153000512,8
51121000101,37
51121000102,37
51121000103,37
51121000701,37
51121000201,37
51121002032,37
51121000301,37
51121000204,37
51121000202,37
51121000501,37
51121000304,37
51121000303,37
51121000702,37
51121000302,37
51121000405,37
51121000402,37
51121004032,37
51121000404,37
51121000502,37
51121000503,37
51121000601,37
51121000602,37
51121000401,37
51121000603,37
51085000602,15
51085000502,15
51085000406,15
51085000101,29
51085000104,29
51085000105,29
51085000107,29
51085000106,29
51085000208,29
51085000206,29
51085000704,29
51085000210,29
51085000203,29
51085000202,29
51085000209,29
51085000201,29
51085000304,15
51085000301,15
51085000305,29
51085000303,15
51085000701,29
51085000702,29
51085000703,29
51085000705,29
51085000405,15
51085000403,15
51085000401,15
51085000404,15
51085000506,29
51085000507,15
51085000503,15
51085000504,15
51085000603,15
51085000601,15
51085000604,15
51085000505,15
51153000504,8
51153000509,8
51153000513,8
51153000514,8
51153000506,8
51153000502,8
51153000501,8
51153000310,9
51153000304,7
51153000301,7
51153000303,7
51153000312,7
51153000311,7
51153000309,9
51153000305,8
51153000306,7
51153000302,7
51153000307,8
51153000313,7
51153000308,8
51153000314,8
51153000510,8
51153000508,8
51153000511,8
51153000505,8
51153000503,8
51153000701,7
51153000704,7
51153000708,7
51153000712,7
51153000707,7
51107000213,10
51107000219,10
51107000210,10
51107000218,10
51107000209,10
51107000216,10
51107000217,10
51107000208,10
51107000215,10
51107000214,10
51107000207,10
51107000810,10
51107000808,11
51107000814,11
51107000822,11
51107000815,11
51107000819,10
51107000818,10
51107000820,11
51107000813,11
51107000817,11
51107000315,11
51107000303,11
51107000301,11
51107000316,10
51107000307,11
51107000308,11
51107000305,11
51107000302,11
51107000309,11
51107000311,11
51107000310,11
51107000313,11
51107000319,11
51107000312,11
51107000318,11
51107000320,10
51107000321,10
51107000627,10
51107000622,10
51107000629,10
51107000625,11
51107000628,10
51107000619,10
51107000621,10
51107000620,10
51107000617,10
51107000615,11
51107000626,10
51107000616,10
51107000623,10
51107000707,10
51107000710,10
51107000709,10
51107000708,10
51107000702,10
51107000703,10
51107000705,10
51107000701,10
51107000411,11
51107000409,11
51107000416,11
51107000403,11
51107000401,11
51107000402,11
51107000408,11
51107000420,11
51107000413,11
51107000407,11
51107000421,11
51107000414,11
51107000314,10
51107000504,11
51107000509,11
51107000505,11
51107000502,11
51107000507,11
51107000506,11
51107000503,11
51107000510,11
51107000120,10
51107000121,10
51107000114,10
51107000119,11
51153000706,7
51153000703,7
51153000705,7
51153000709,7
51153000710,7
51153000702,7
51153000711,7
51153000507,8
51121002031,37
51121004031,37
51107000117,10
51107000107,10
51107000122,10
51107000123,10
51107000124,10
51107000108,11
51107000125,10
51107000118,10
51107000112,10
51107000508,11
51107000501,11
51087000111,26
51087000108,29
51087000115,26
51087000102,26
51087000105,26
51087000114,26
51087000106,26
51087000110,26
51087000117,26
51087000103,29
51087000112,29
51087000113,26
51087000109,29
51087000101,29
51087000217,26
51087000223,26
51087000213,26
51087000203,26
51087000207,26
51087000214,26
51087000202,26
51087000216,26
51087000220,26
51087000205,26
51087000222,26
51087000211,26
51087000215,26
51087000209,26
51087000206,26
51087000212,26
51087000219,26
51087000201,26
51087000210,26
51087000208,26
51087000204,26
51087000218,26
51087000224,26
51087000303,29
51087000306,29
51087000309,29
51087000302,29
51087000307,29
51087000311,29
51087000301,29
51087000315,29
51087000313,29
51087000305,29
51087000504,26
51087000507,26
51087000511,26
51087000515,26
51087000506,26
51087000514,26
51087000516,26
51087000518,26
51087000517,26
51087000508,26
51087000509,26
51087000312,29
51087000304,29
51087000308,29
51087000405,29
51087000409,29
51087000407,29
51087000419,29
51087000416,29
51087000406,29
51087000418,29
51087000408,29
51087000505,26
51087000310,29
51087000401,29
51087000417,29
51087000513,26
51087000512,26
51087000411,29
51087000415,29
51087000404,29
51087000414,29
51087000221,26
51087000314,29
51087000402,26
51087000412,29
51087000413,29
51087000502,26
51087000410,29
51087000403,29
51087000510,26
51087000503,26
51087000501,26
51059000131,5
51059000126,5
51059000109,5
51059000133,2
51059000130,6
51059000306,3
51059000331,3
51059000323,3
51059000324,4
51059000315,3
51059000311,3
51059000303,3
51059000316,3
51059000301,3
51059000312,3
51059000302,3
51059000325,4
51059000307,3
51059000328,3
51059000329,3
51059000708,2
51059000214,5
51059000238,3
51059000203,4
51059000201,3
51059000208,3
51059000202,3
51059000236,3
51059000209,3
51059000213,5
51059000237,4
51059000218,5
51059000204,5
51059000229,3
51059000226,3
51059000221,3
51059000418,2
51059000619,7
51059000216,5
51059000223,3
51059000613,7
51059000622,6
51059000630,6
51059000606,7
51059000240,3
51059000618,6
51059000621,1
51059000219,3
51059000602,1
51059000626,6
51059000833,6
51059000825,6
51059000847,4
51059000846,4
51059000801,6
51059000848,5
51059000812,6
51059000605,7
51059000811,6
51059000609,1
51059000843,4
51059000614,7
51059000612,7
51059000804,5
51059000844,4
51059000233,3
51059000222,3
51059000849,4
51059000404,6
51059000419,6
51059000410,6
51059000421,6
51059000428,7
51059000429,7
51059000401,6
51059000408,1
51059000415,2
51059000405,6
51059000427,6
51059000406,6
51059000225,3
51059000723,2
51059000915,4
51059000932,4
51059000713,2
51059000903,4
51059000921,4
51059000913,4
51059000904,4
51059000910,4
51059000732,5
51059000709,5
51059000917,4
51059000731,3
51059000721,5
51059000701,5
51059000909,4
51059000930,4
51059000714,5
51059000933,4
51059000920,4
51059000923,4
51059000705,2
51059000727,5
51059000703,2
51059000729,5
51059000527,2
51059000522,5
51059000518,2
51059000707,5
51059000519,2
51059000504,2
51059000511,2
51059000525,2
51059000513,2
51059000515,2
51059000516,2
51059000925,4
51059000508,2
51059000914,3
51059000514,2
51059000521,2
51059000512,2
51059000502,2
51059000507,2
51059000517,2
51059000505,2
51059000503,2
51059000530,2
51059000720,5
51059000734,5
51059000510,2
51059000733,5
51059000911,4
51059000501,2
51059000905,4
51059000526,2
51059000523,2
51059000528,5
51059000506,2
51059000919,4
51059000927,4
51059000929,3
51680000403,34
51680000303,34
51680000204,34
51680000401,34
51680000305,34
51680000304,34
51680000103,34
51680000201,34
51680000102,34
51680000202,34
51680000302,34
51680000203,34
51680000301,34
51680000404,34
51680000101,34
51680000105,34
51680000402,34
51680000104,34
51059000700,5
51059000520,2
51059000509,2
51059000735,3
51059000125,6
51059000132,5
51059000129,2
51059000120,5
51059000134,5
51059000114,5
51059000128,2
51059000314,3
51059000309,3
51059000327,3
51059000319,4
51059000332,4
51059000318,3
51059000310,3
51059000321,3
51059000333,3
51059000305,3
51059000320,4
51059000322,3
51059000317,3
51059000304,3
51059000220,3
51059000224,3
51059000845,6
51059000628,6
51059000235,4
51059000803,5
51059000623,6
51059000616,7
51059000627,7
51059000629,6
51059000607,1
51059000601,1
51059000610,7
51059000615,7
51059000604,7
51059000227,3
51059000617,6
51059000839,6
51059000815,5
51059000824,6
51059000827,6
51059000807,6
51059000840,6
51059000806,6
51059000608,7
51059000851,5
51059000611,7
51059000838,6
51059000850,6
51059000841,5
51059000234,3
51059000805,5
51059000409,6
51059000411,6
51059000423,1
51059000420,6
51059000403,6
51059000417,6
51059000402,1
51059000413,7
51059000842,6
51059000426,6
51059000424,6
51059000422,6
51059000802,4
51059000710,2
51059000931,4
51059000916,3
51059000711,5
51059000902,4
51059000928,4
51059000924,4
51059000926,4
51059000718,5
51059000908,3
51059000704,3
51059000726,3
51059000730,4
51059000712,2
51059000918,4
51059000717,2
51059000901,4
51059000117,5
51059000116,5
51059000104,5
51059000113,5
51059000108,6
51059000115,2
51059000110,2
51059000106,2
51059000127,6
51059000119,5
51059000105,5
51059000118,6
51059000121,5
